state,level,office_or_chamber,party,official_url,press_listing_url,roster_url,detail_url_pattern,cms_family,requires_js,pagination,feed_rss,feed_wp_json,post_frequency_estimate,scraping_strategy,attribution_strategy,classification,confidence,weird_risks,_origin_file
SD,legislature,senate,,https://www.sdlegislature.gov/,,https://sdlegislature.gov/Legislators,,spa (angular/react — JS-only render),True,n/a (SPA),,,unknown,"sdlegislature.gov returned 'Your browser is not supported' shell on every URL probed (root, /Legislators, /Legislators/Profile, /api/Legislators/Active, /api/PressReleases). This is an Angular/React SPA that requires JS execution — Playwright mandatory. Their internal JSON API exists (the SPA fetches from /api/...) but no documented endpoint and probed candidates 404'd or returned the SPA shell. Caucus sites (sdsenategop.com, sdgop.com) are state-party not legislative-press. Real per-senator press in SD likely lives on individual member contact pages.",needs_profile,needs_profile,0.2,"['JS-only SPA — every recon attempt without Playwright will fail', 'Internal API endpoints not documented; need DevTools network capture to find them', 'SD legislature is part-time (40 days/year) — press cadence inherently low', 'sdgop.com is state party, not caucus communications', 'sdsenategop.com refused connection']",legislatures_midwest.json
TN,legislature,house,,https://capitol.tn.gov/house/,https://tnhousegop.org/category/press-releases/,https://capitol.tn.gov/house/members/,https://tnhousegop.org/{category}/{YYYY}/{MM}/{slug}/,wordpress,False,querystring,https://tnhousegop.org/feed/,https://tnhousegop.org/wp-json/wp/v2/posts,weekly,wp_json,title_prefix,caucus_source,0.85,"['Member Newsroom (/category/member-newsroom/) is a separate category from Press Releases — both must be ingested', 'Republican-only — Tennessee House Democrats minority caucus site not surfaced', ""WordPress 'Partheron Strategies' theme — confirm wp-json category endpoints""]",legislatures_south.json
TN,legislature,senate,,https://capitol.tn.gov/senate/,https://www.tnsenategop.com/press-releases,https://capitol.tn.gov/senate/members/,https://www.tnsenategop.com/press-releases/{slug},proprietary,partial,next-link,,,weekly,httpx_html,caucus_source,caucus_source,0.65,"['Squarespace-hosted; limited API access — no wp-json, RSS may be /press-releases?format=rss but unverified', 'Squarespace pages use partial JS rendering for filters — verify Playwright fallback', 'Republican supermajority site only; Democratic minority does not appear to have a comparable caucus press site']",legislatures_south.json
UT,legislature,house,,https://house.utleg.gov/,https://house.utleg.gov/news/,https://house.utleg.gov/members/,https://house.utleg.gov/{slug}/ (probable),wordpress,False,wp_paginated,https://house.utleg.gov/feed/,https://house.utleg.gov/wp-json/wp/v2/posts,moderate during session,wp_json,title_prefix,needs_profile,0.6,"['house.utah.gov 302-redirects to house.utleg.gov — must follow', 'Sample news landing showed only a 2022 PDF newsletter — actual current news may be elsewhere', 'Minority Dems at utahhousedemocrats.utleg.gov (separate WP site) confirmed live', 'May need both majority + minority feeds for full coverage']",legislatures_west.json
UT,legislature,senate,,https://senate.utah.gov/,https://senate.utah.gov/majority-newsroom/,https://senate.utah.gov/senate-roster/,https://senate.utah.gov/{slug}/,wordpress,False,wp_paginated,https://senate.utah.gov/feed/,https://senate.utah.gov/wp-json/wp/v2/posts,moderate (multiple per week during session),wp_json,title_prefix,ready_first_wave,0.85,"[""Single 'majority newsroom' site covers entire Senate — Minority Dems may have separate URL not yet probed"", 'URLs are flat slugs (no date prefix) — collisions possible across years', 'Member attribution by title prefix or body parsing — not WP author field', '/wp-content/uploads visible confirms WordPress']",legislatures_west.json
VA,legislature,house,,https://virginiageneralassembly.gov/house/,https://vahousedems.org/category/pressreleases/,https://vahousedems.org/our-members/,https://vahousedems.org/{YYYY}/{MM}/{DD}/{slug}/,wordpress,False,querystring,https://vahousedems.org/feed/,https://vahousedems.org/wp-json/wp/v2/posts,medium,wp_json,caucus_source,caucus_source,0.85,"['virginiahouse.gop (Republicans) needs separate ingest — possible WP but unverified', ""Author is generic 'VA House Dems' on most posts — member attribution must be parsed from title/body"", 'Two-party split: combine vahousedems.org (D) + virginiahouse.gop (R) for chamber coverage']",legislatures_south.json
VA,legislature,senate,,https://apps.senate.virginia.gov/,https://vasenatedems.com/news-room/,https://apps.senate.virginia.gov/Senator/,https://vasenatedems.com/{YYYY}/{MM}/{DD}/{slug}/,wordpress,unknown,querystring,https://vasenatedems.com/feed/,https://vasenatedems.com/wp-json/wp/v2/posts,medium,wp_json,caucus_source,caucus_source,0.6,"['vasenatedems.com refused connection during recon — site availability uncertain', 'VA Senate Republican Caucus is at vsrc.gop (not vasenategop.com) — separate WordPress likely but unverified this round', 'Virginia GA official site (vga.virginia.gov) is WordPress but has no press release section — caucus sites are the only state-level press source']",legislatures_south.json
VT,legislature,house,,https://legislature.vermont.gov/,,https://legislature.vermont.gov/people/all/2026/House,,drupal,unknown,unknown,,,unknown,httpx_html,ambiguous,do_not_claim_member_coverage,0.3,"Same as VT Senate — no chamber press feed; no caucus site reachable. 150 House members, citizen-legislature model, press footprint near-zero on official surfaces",legislatures_northeast.json
VT,legislature,senate,,https://legislature.vermont.gov/,,https://legislature.vermont.gov/people/all/2026/Senate,,drupal,unknown,unknown,,,unknown,httpx_html,ambiguous,do_not_claim_member_coverage,0.3,VT is a small part-time citizen legislature; vtsenatedems.com ECONNREFUSED; vtgop.org 403; legislature.vermont.gov focuses on bills/calendars not press; member coverage probably impossible without per-member newsletter aggregation,legislatures_northeast.json
WA,legislature,house,,https://leg.wa.gov/House/,https://housedemocrats.wa.gov/the-advance-blog/,https://leg.wa.gov/legislators/,https://{member}.houserepublicans.wa.gov/{YYYY}/{MM}/{DD}/{slug}/ | https://housedemocrats.wa.gov/blog/{YYYY}/{MM}/{DD}/{slug}/,wordpress (Reps multisite + Dems WP),False,wp_paginated (469 pages on Reps side!),https://housedemocrats.wa.gov/feed/ | https://{member}.houserepublicans.wa.gov/feed/,https://housedemocrats.wa.gov/wp-json/wp/v2/posts | https://houserepublicans.wa.gov/wp-json/wp/v2/posts,very_high (469-page Republican archive),wp_json,direct_member_page,ready_first_wave,0.9,"['WA House Republicans run a WordPress multisite where each rep has their own subdomain — best-case per-member structure in the entire region', 'WA House Dems use single WP site (housedemocrats.wa.gov) like Senate Dems — no per-rep subdomains', 'Massive backfill possible (469 pages) — paginate via REST API', 'Multisite means many wp-json endpoints to enumerate']",legislatures_west.json
WA,legislature,senate,,https://leg.wa.gov/Senate/,https://senatedemocrats.wa.gov/news/,https://leg.wa.gov/legislators/,https://senatedemocrats.wa.gov/blog/{YYYY}/{MM}/{DD}/{slug}/,wordpress (Dems) + wordpress (Reps at src.wastateleg.org),False,wp_paginated (1-11+),https://senatedemocrats.wa.gov/feed/,https://senatedemocrats.wa.gov/wp-json/wp/v2/posts,high during session,wp_json,caucus_source,ready_first_wave,0.85,"['TWO separate Senate caucus sites with different platforms: Dems at senatedemocrats.wa.gov (WordPress); Republicans at src.wastateleg.org (different platform — probe returned 522)', ""All releases authored as 'sdcadmin' on Dem side — no per-senator WP author column"", 'Member attribution requires title regex or body parsing', ""Dem team_members CPT ('team_members') is a useful per-senator profile but doesn't itself contain releases""]",legislatures_west.json
WI,legislature,assembly,,https://legis.wisconsin.gov/assembly/,,https://docs.legis.wisconsin.gov/2025/legislators/assembly,,static (legis docs),False,n/a,,,n/a,Same as WI Senate. Roster of 99 representatives confirmed. No chamber-level press. Assembly Republican / Democratic caucus sites not surfaced via standard naming — needs follow-up.,no_chamber_press_infrastructure,do_not_claim_member_coverage,0.6,"['Same as WI Senate — caucus press URLs not located in this pass', '99 members in lower chamber — coverage gap is large in absolute terms']",legislatures_midwest.json
WI,legislature,senate,,https://legis.wisconsin.gov/senate/,,https://docs.legis.wisconsin.gov/2025/legislators/senate,,static (legis docs),False,n/a,,,n/a (no chamber-level press),WI legislature is unique in this region: NO chamber-level press infrastructure. legis.wisconsin.gov serves bills/votes/statutes only. Each member maintains a contact-info-only landing page on legis.wisconsin.gov. The WI Senate Republican Caucus / Democratic Caucus sites do exist as separate domains but were not surfaced via standard naming conventions in this recon pass — needs followup. wisgop.org is state party not caucus. Real WI press releases historically route through individual member personal/campaign sites OR through state-party sites — out of THIS pipeline's scope.,no_chamber_press_infrastructure,do_not_claim_member_coverage,0.65,"['WI is the only midwest state where I could not identify a usable senate caucus press URL — needs follow-up recon (try senatedems.wi.gov, wisenategop.com, etc.)', 'Per-member legis.wisconsin.gov landing pages have NO news/press section', 'Press output may genuinely route through individual member newsletters distributed via email']",legislatures_midwest.json
WV,legislature,house,,https://www.wvlegislature.gov/House/,https://www.wvlegislature.gov/News_release/news.cfm,https://www.wvlegislature.gov/House/roster.cfm,https://www.wvlegislature.gov/News_release/news.cfm?nrid={id},custom-coldfusion,False,querystring,,,medium-during-session,httpx_html,ambiguous,chamber_only,0.7,"['Same shared bicameral feed — chamber attribution must be parsed from content', 'No identifiable WV House caucus press site']",legislatures_south.json
WV,legislature,senate,,https://www.wvlegislature.gov/Senate1/,https://www.wvlegislature.gov/News_release/news.cfm,https://www.wvlegislature.gov/Senate1/roster.cfm,https://www.wvlegislature.gov/News_release/news.cfm?nrid={id},custom-coldfusion,False,querystring,,,medium-during-session,httpx_html,ambiguous,chamber_only,0.7,"['ColdFusion (.cfm) — same CMS family as US-Senate Moran/Boozman; reuse coldfusion_pager pattern from existing pipeline', 'Single bicameral feed — must split Senate vs House by content classification', 'Today in the Legislature blog (blog.wvlegislature.gov) is a parallel content stream — verify CMS', 'Detail URL pattern inferred (nrid query param) — verify']",legislatures_south.json
WY,legislature,house,,https://www.wyoleg.gov/,,https://www.wyoleg.gov/Legislators/2026,,custom_aspnet,False,,,,very_low,httpx_html,caucus_source,do_not_claim_member_coverage,0.2,"['Same caveats as Wyoming Senate', 'Freedom Caucus and other internal-faction comms may live entirely on Twitter/X', 'Per-member press infrastructure essentially does not exist on the institutional site']",legislatures_west.json
WY,legislature,senate,,https://www.wyoleg.gov/,,https://www.wyoleg.gov/Legislators/2026,,custom_aspnet,False,,,,"very_low (citizen legislature, ~20-40 day session)",httpx_html,caucus_source,do_not_claim_member_coverage,0.2,"['Wyoming has the smallest, most part-time legislature in the country', 'No press release page found on wyoleg.gov; LSO press archive (PressReleases.aspx) returned a generic stub on probe', 'Caucus websites for Wyoming Senate Dems/Reps not yet identified', 'Realistic output: a handful of releases per year']",legislatures_west.json
US,us_house,us_house_member,,https://www.house.gov/representatives,,,,drupal_house_hmwp_majority,False,,,,,playwright_or_browser_headers_httpx,,needs_profile,0.7,Akamai WAF blocks raw HTTP; need browser-class fetch or rotating residential proxy,us_house.json
